Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Paleface Grocery,78669,06/28/2022,93,"23526 W SH
SPICEWOOD, TX 78669",2801077,Routine Inspection
Stop 71,78735,04/13/2022,79,"8314 W SH
AUSTIN, TX 78735",2803909,Routine Inspection
Atrium Gift Shop,78705,05/24/2021,100,"919 E 32ND ST
AUSTIN, TX 78705",11979541,Routine Inspection
OOB Sonic #43,78748,07/02/2020,88,"9708 MANCHACA RD
AUSTIN, TX 78748",2800565,Routine Inspection
HEB Grocery #229,78744,06/03/2021,94,"6607 S IH
AUSTIN, TX 78744",2803448,Routine Inspection
Johnny Carino's,78748,08/23/2022,88,"9500 S IH
AUSTIN, TX 78748",11792053,Routine Inspection
LW - Firehouse Subs,78734,09/21/2020,99,"900 S FM 620 RD
LAKEWAY, TX 78734",10964761,Routine Inspection
BC-Bahama Buck's,78738,11/25/2020,90,"3944 S FM 620 RD
B BEE CAVE, TX 78738",12063453,Routine Inspection
Spinners,78728,05/26/2022,94,"14106 N IH
AUSTIN, TX 78728",10976401,Routine Inspection
Murphy USA #7211,78748,06/23/2021,98,"9300 S IH
AUSTIN, TX 78748",12185816,Routine Inspection
Fairfield Inn,78744,05/21/2021,95,"4525 S IH
AUSTIN, TX 78744",12392489,Routine Inspection
BC - Ellera,78738,11/16/2021,79,"12432 FM 2244 RD
BEE CAVE, TX 78738",12393676,Routine Inspection
Whip My Soul LLC,78726,09/21/2022,91,"11416 N FM
UNIT F & G AUSTIN, TX 78726",12396124,Routine Inspection
Best Stop Food Market,78702,06/18/2020,81,"1130 AIRPORT BLVD
AUSTIN, TX 78702
(30.267761, -97.69617)",2803494,Routine Inspection
Tex-Mex Joes,78757,04/12/2022,88,"7600 N LAMAR BLVD
AUSTIN, TX 78757
(30.34455, -97.71472)",11082636,Routine Inspection
P F Chang's China Bistro,78759,06/03/2021,84,"10114 JOLLYVILLE RD
AUSTIN, TX 78759
(30.396093, -97.749989)",2801032,Routine Inspection
Don Chicken Lakeline Inc.,78717,03/30/2022,90,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",12394826,Routine Inspection
Star Stop 74,78705,11/27/2019,85,"2819 GUADALUPE ST
AUSTIN, TX 78705
(30.294801, -97.742565)",11027963,Routine Inspection
Harmony Science Academy,78753,05/21/2021,100,"930 E RUNDBERG LN
AUSTIN, TX 78753
(30.356584, -97.685161)",2801837,Routine Inspection
El Buen Pastor Child Dev. Cent,78702,06/01/2020,100,"1208 WILLOW ST
AUSTIN, TX 78702
(30.25883, -97.73218)",2801293,Routine Inspection
PF - Subway #67216,78660,08/12/2020,89,"1548 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45226, -97.60416)",12392303,Routine Inspection
Woody's Country Market,78748,02/01/2021,90,"100 W FM 1626 RD
AUSTIN, TX 78748
(30.14397, -97.80606)",11772004,Routine Inspection
New Awlins Cajun Cafe,78759,11/22/2019,89,"8650 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.433561, -97.77183)",10970570,Routine Inspection
Kiefer's Cafe & Catering,78758,01/02/2020,94,"2007 KRAMER LN
AUSTIN, TX 78758
(30.388545, -97.709985)",2800830,Routine Inspection
Master Donuts,78741,06/08/2020,95,"1725 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2435, -97.72999)",12145559,Routine Inspection
El Pollo Rico # 12,78757,02/03/2021,90,"8702 RESEARCH BLVD
AUSTIN, TX 78757
(30.36377, -97.71838)",11151281,Routine Inspection
Pinballz Arcade,78729,08/25/2021,84,"13729 N US 183 HWY
AUSTIN, TX 78729
(30.45924, -97.79269)",11518966,Routine Inspection
Whole Foods - Prepared Foods #2,78703,06/22/2022,98,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.27092, -97.754286)",2803045,Routine Inspection
Sheraton Austin At The Capitol,78701,06/08/2022,85,"701 E 11TH ST
AUSTIN, TX 78701
(30.270793, -97.734161)",12396729,Routine Inspection
Yummi Sushi,78745,08/31/2022,100,"4477 S LAMAR BLVD
AUSTIN, TX 78745
(30.232213, -97.799151)",11012038,Routine Inspection
PF - IHOP #3415,78660,11/10/2021,94,"18709 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.467313, -97.596297)",12392463,Routine Inspection
PF - Nothing Bundt Cakes,78660,12/20/2021,99,"18616 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.465594, -97.597302)",12395478,Routine Inspection
PF - Pita-Shack Baiti Food,78660,05/19/2022,82,"616 FM
PFLUGERVILLE, TX 78660",12392594,Routine Inspection
HEB Bakery/Deli,78751,02/20/2020,99,"1000 E 41ST ST
AUSTIN, TX 78751
(30.298554, -97.72006)",2801079,Routine Inspection
Denny's #686,78752,04/01/2022,95,"7100 N IH
AUSTIN, TX 78752",2800171,Routine Inspection
COTA - Cafe Paddocks,78617,08/25/2020,93,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.13534, -97.64395)",11229021,Routine Inspection
Children's Center of Austin,78750,06/23/2021,93,"6507 JESTER BLVD
AUSTIN, TX 78750
(30.36958, -97.80005)",2801078,Routine Inspection
Cakes Rock!!!,78745,02/01/2021,97,"4201 S CONGRESS AVE
AUSTIN, TX 78745
(30.22064, -97.76467)",11917495,Routine Inspection
"LW - Goddard School, The",78738,11/04/2020,98,"301 MEDICAL PKWY
LAKEWAY, TX 78738
(30.33107, -97.96961)",11407604,Routine Inspection
Pecan Ridge Memory Care,78750,09/13/2022,91,"10025 ANDERSON MILL RD
AUSTIN, TX 78750
(30.44714, -97.80022)",11765949,Routine Inspection
Spartan Pizza,78702,09/28/2022,88,"1007 E 6TH ST
AUSTIN, TX 78702
(30.264972, -97.732147)",11938984,Routine Inspection
Super 8 Motel,78723,06/09/2020,80,"5606 E 51ST ST
AUSTIN, TX 78723
(30.292702, -97.664654)",10114041,Routine Inspection
7-Eleven Convenience Store # 36588A,78727,05/27/2021,89,"1100 W PARMER LN
AUSTIN, TX 78727
(30.408484, -97.680216)",11067007,Routine Inspection
Snack Plus,78746,11/02/2020,98,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",12393613,Routine Inspection
Wendy's Old Fashion Hamburger,78729,12/28/2021,79,"10203 LAKE CREEK PKWY
AUSTIN, TX 78729
(30.463315, -97.789824)",11119824,Routine Inspection
River Place Country Club,78730,03/29/2022,87,"4207 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.36959, -97.861258)",12185621,Routine Inspection
Gullett Elementary,78757,08/24/2022,100,"6310 TREADWELL BLVD
AUSTIN, TX 78757
(30.34324, -97.748136)",2800350,Routine Inspection
Beatniks Market,78745,04/02/2021,89,"4415 MANCHACA RD
AUSTIN, TX 78745
(30.228372, -97.789335)",11947358,Routine Inspection
Sam's Club #6453 Bakery,78759,01/06/2020,98,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.390522, -97.742236)",2803921,Routine Inspection
Conans Pizza,78745,10/13/2021,93,"2018 W STASSNEY LN
AUSTIN, TX 78745
(30.216017, -97.798439)",12393802,Routine Inspection
Left Wing,78705,01/20/2021,98,"2416 GUADALUPE ST
AUSTIN, TX 78705
(30.288209, -97.741561)",12158630,Routine Inspection
Mc Alliance,78717,04/14/2020,96,"9741 NORTH LAKE CREEK PKWY
AUSTIN, TX 78717
(30.47701, -97.79437)",11925197,Routine Inspection
Shandeez Grill,78729,10/29/2020,80,"8863 ANDERSON MILL RD
AUSTIN, TX 78729
(30.45412, -97.7731)",10547395,Routine Inspection
ABIA LSG/Sky Kitchen,78719,02/10/2020,91,"9919 SERVICE AVE
AUSTIN, TX 78719
(30.205174, -97.661286)",2801507,Routine Inspection
Starstop 34,78745,08/19/2022,96,"4545 S LAMAR BLVD
AUSTIN, TX 78745
(30.231936, -97.800864)",10851843,Routine Inspection
PromiseLand Learning Center,78723,06/01/2022,98,"1504 E 51ST ST
AUSTIN, TX 78723
(30.30522, -97.70174)",12089715,Routine Inspection
Levy at Q2 Stadium/South Main 102,78758,06/24/2022,100,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.386047, -97.718651)",12394461,Routine Inspection
Hawaiian Bros.,78757,06/22/2021,89,"8023 BURNET RD
AUSTIN, TX 78757
(30.359155, -97.73005)",12392947,Routine Inspection
Marco's Pizza,78660,02/10/2022,94,"14815 DESSAU RD
PFLUGERVILLE, TX 78660",12168732,Routine Inspection
Upper Crust Bakery,78756,07/09/2020,86,"4508 BURNET RD
AUSTIN, TX 78756
(30.315717, -97.741353)",2800031,Routine Inspection
Cava Mezze Grill,78758,04/19/2021,88,"10808 DOMAIN DR
AUSTIN, TX 78758
(30.393948, -97.726442)",12185632,Routine Inspection
JD's Market,78719,03/14/2022,97,"9111 FM 812 RD
AUSTIN, TX 78719
(30.16131, -97.68694)",11858488,Routine Inspection
LW - Jimmy John's Gourmet Sandwiches,78734,03/22/2022,97,"2410 S FM 620 RD
LAKEWAY, TX 78734",11230968,Routine Inspection
CVS Pharmacy #0357,78754,12/17/2021,98,"1701 E PARMER LN
AUSTIN, TX 78754
(30.386557, -97.647948)",10006741,Routine Inspection
"Oddwood Ales, LLC",78723,01/27/2022,96,"3108 MANOR RD
AUSTIN, TX 78723
(30.286476, -97.705283)",11848076,Routine Inspection
Dominos Pizza,78754,06/11/2020,98,"9001 CAMERON RD
AUSTIN, TX 78754
(30.346501, -97.67724)",11626994,Routine Inspection
Utsa Kababgy,78753,03/10/2022,85,"9717 N LAMAR BLVD
AUSTIN, TX 78753
(30.366147, -97.695274)",12136093,Routine Inspection
34th Street Catering,78705,06/29/2021,91,"1009 W 34TH ST
AUSTIN, TX 78705
(30.30295, -97.74526)",10006930,Routine Inspection
Whip In,78704,09/16/2020,83,"1950 S IH
AUSTIN, TX 78704",11687146,Routine Inspection
Detour Domain,78758,04/14/2021,94,"11101 BURNET RD
AUSTIN, TX 78758
(30.396129, -97.720128)",10388239,Routine Inspection
Wendy's W123,78702,10/28/2019,100,"619 N IH
AUSTIN, TX 78702",11119164,Follow-Up Inspection
Kwik Stop,78753,10/12/2020,76,"11331 N LAMAR BLVD
AUSTIN, TX 78753
(30.382669, -97.68597)",12392884,Routine Inspection
Seoul Restaurant,78745,08/09/2021,86,"6400 S 1ST ST
AUSTIN, TX 78745
(30.200184, -97.785895)",2801818,Routine Inspection
Sunflower Farmers Markets LLC,78745,06/22/2022,100,"6920 MANCHACA RD
AUSTIN, TX 78745
(30.20231, -97.806963)",10810109,Follow-Up Inspection
Brentwood Elementary,78757,08/19/2022,93,"6703 YATES AVE
AUSTIN, TX 78757
(30.340855, -97.732388)",2800202,Routine Inspection
Sushi Junai Omakase,78701,02/16/2022,79,"315 CONGRESS AVE
AUSTIN, TX 78701
(30.26572, -97.74369)",12185717,Follow-Up Inspection
"Tokyo Gardens Catering, LLC",78704,07/07/2021,98,"101 W OLTORF ST
AUSTIN, TX 78704
(30.23928, -97.75432)",2802900,Routine Inspection
Better Half Bar,78703,10/28/2019,90,"406 WALSH ST
AUSTIN, TX 78703
(30.271281, -97.75837)",11860440,Routine Inspection
PF - Pflugerville Elementary School,78660,02/15/2022,96,"701 IMMANUEL RD
PFLUGERVILLE, TX 78660
(30.42822, -97.61331)",12392628,Routine Inspection
Mr. Gattis Pizza #204,78745,02/24/2022,97,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19096, -97.771937)",12393519,Routine Inspection
Dessau Middle School,78754,01/15/2020,100,"12900 DESSAU RD
AUSTIN, TX 78754
(30.398171, -97.642072)",2801702,Routine Inspection
Foodie's Corner 3,78735,05/27/2022,97,"8225 W SH
AUSTIN, TX 78735",11748577,Routine Inspection
Mathews Elementary School,78703,03/02/2022,95,"906 WEST LYNN ST
AUSTIN, TX 78703
(30.27809, -97.76056)",2800428,Routine Inspection
Lone Star Kolaches,78750,02/22/2021,88,"13764 N US 183 HWY
AUSTIN, TX 78750
(30.4609, -97.7945)",10944885,Follow-Up Inspection
Poco Loco Supermercado - Grocery/Produce/Carniceria,78745,04/02/2020,84,"611 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.22645, -97.77015)",11258727,Routine Inspection
OOB - La Quinta Inn #907,78701,01/14/2021,93,"300 E 11TH ST
AUSTIN, TX 78701
(30.27201, -97.738466)",2803218,Routine Inspection
Walgreens #6189,78727,10/14/2020,98,"12550 METRIC BLVD
AUSTIN, TX 78727
(30.414295, -97.689959)",2803793,Routine Inspection
Sommer Elementary,78717,05/18/2021,100,"16200 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.503569, -97.751613)",10182044,Routine Inspection
1417,78704,05/24/2022,94,"1417 S 1ST ST
AUSTIN, TX 78704
(30.250221, -97.754859)",12394891,Routine Inspection
Sweet Chive,78702,03/04/2020,91,"2515 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.253967, -97.715598)",12096228,Routine Inspection
PF - Pflugerville Middle School,78660,01/26/2022,98,"1600 SETTLERS VALLEY DR
PFLUGERVILLE, TX 78660
(30.441928, -97.641538)",12392634,Routine Inspection
China Family,78752,08/30/2021,73,"6801 AIRPORT BLVD
AUSTIN, TX 78752
(30.33384, -97.71687)",12125306,Routine Inspection
Kim Phung Vietnamese and Chinese Restaurant,78752,02/03/2020,86,"7601 N LAMAR BLVD
AUSTIN, TX 78752
(30.344405, -97.714514)",10009073,Follow-Up Inspection
El Rinconcito Del Sabor # 1,78752,05/19/2021,89,"7213 CAMERON RD
AUSTIN, TX 78752
(30.326761, -97.691775)",11397922,Routine Inspection
7-Eleven,78704,12/16/2019,82,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.253094, -97.763396)",10479184,Routine Inspection
LW - Lexus of Lakeway,78734,07/07/2021,99,"108 S FM 620 RD
LAKEWAY, TX 78734
(30.36646, -97.95093)",12076818,Routine Inspection
Bento Picnic,78702,11/26/2019,98,"2600 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.253841, -97.715238)",11712501,Routine Inspection
Freebirds World Burrito,78726,12/22/2021,95,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",10923283,Routine Inspection
Gourdough's Public House,78704,10/28/2021,84,"2700 S LAMAR BLVD
AUSTIN, TX 78704
(30.24456, -97.781)",10842726,Routine Inspection
Jack in the Box #864,78660,04/08/2021,89,"14910 FM 1825 RD
AUSTIN, TX 78660
(30.44195, -97.66593)",10789973,Routine Inspection
Omni Barton Creek Resort & Spa (Blind Salamander),78735,04/29/2021,95,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",12176481,Routine Inspection
Gloria's Restaurant #11,78758,09/23/2022,70,"3309 ESPERANZA XING
AUSTIN, TX 78758
(30.40038, -97.725942)",10359753,Routine Inspection
SV-Nala's,78735,01/26/2021,88,"4894 W US 290 HWY
SUNSET VALLEY, TX 78735
(30.23393, -97.81372)",11994463,Follow-Up Inspection
Children's Center of Austin,78750,02/04/2020,93,"6507 JESTER BLVD
AUSTIN, TX 78750
(30.36958, -97.80005)",2801078,Routine Inspection
Gilbert Xpress,78724,06/15/2022,100,"13107 FM
AUSTIN, TX 78724",12394888,Routine Inspection
PF - Pizza Hut,78660,07/27/2021,96,"100 12TH ST
PFLUGERVILLE, TX 78660
(30.44332, -97.63044)",12392405,Routine Inspection
Santa Rita #1,78705,01/14/2021,94,"1206 W 38TH ST
UNIT B AUSTIN, TX 78705
(30.30647, -97.74521)",2802336,Routine Inspection
Tarka Indian Kitchen,78757,08/03/2021,89,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356679, -97.732239)",10758443,Routine Inspection
Sushi Zushi,78758,06/07/2022,73,"3221 FEATHERGRASS CT
AUSTIN, TX 78758
(30.39497, -97.72773)",10391919,Routine Inspection
Westlake PAC Concessions,78746,05/18/2022,100,"4100 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.27539, -97.814787)",10334733,Routine Inspection
7-Eleven Convenience Store #36589B,78729,04/15/2020,95,"10207 LAKE CREEK PKWY
AUSTIN, TX 78729
(30.461574, -97.792867)",12392809,Routine Inspection
Longhorn Village - Formal Dining,78732,03/31/2021,100,"12501 LONGHORN PKWY
AUSTIN, TX 78732
(30.351111, -97.909249)",10260609,Routine Inspection
Aba,78704,06/15/2022,94,"1011 S CONGRESS AVE
AUSTIN, TX 78704
(30.253561, -97.7482)",12393397,Routine Inspection
Jack in the Box #904,78744,07/07/2020,91,"6133 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.21167, -97.71319)",10789984,Routine Inspection
China Cafe,78717,04/01/2020,82,"14005 N US 183 HWY
AUSTIN, TX 78717
(30.4749, -97.79903)",12138552,Routine Inspection
ABIA - Einstein Bros Bagels and Caribou Coffee,78719,08/06/2020,95,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202592, -97.666956)",12026206,Routine Inspection
Quad Food Mart,78704,06/16/2022,89,"628 E OLTORF ST
AUSTIN, TX 78704
(30.236763, -97.749118)",10752202,Routine Inspection
Suprabhat,78717,09/20/2021,59,"9225 W PARMER LN
AUSTIN, TX 78717
(30.47845, -97.76582)",11203800,Routine Inspection
MN - PHO YES,78653,06/10/2020,92,"11300 E US 290 HWY
MANOR, TX 78653
(30.34971, -97.55411)",12164998,Routine Inspection
PF - P. Terry's Burger Stand # 17,78660,10/26/2021,93,"18801 FM
PFLUGERVILLE, TX 78660",12393594,Routine Inspection
Mr. Natural,78702,05/26/2021,82,"1901 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25706, -97.72445)",2800486,Routine Inspection
Latchkey,78702,06/30/2022,89,"1308 E 6TH ST
AUSTIN, TX 78702
(30.263803, -97.728746)",12393986,Routine Inspection
Stop-N-Express,78723,04/29/2022,84,"5301 MANOR RD
AUSTIN, TX 78723
(30.300157, -97.685877)",10300378,Routine Inspection
Teapioca Lounge,78727,02/03/2020,88,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412511, -97.688908)",10530160,Routine Inspection
SuperBowl Restaurant,78745,06/02/2022,89,"719 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.197231, -97.788244)",12395574,Routine Inspection
Taco More,78758,10/30/2019,96,"1325 RUTLAND DR
AUSTIN, TX 78758
(30.36948, -97.70632)",2802210,Routine Inspection
Short Stop #5,78757,06/17/2022,88,"3001 W ANDERSON LN
AUSTIN, TX 78757
(30.360402, -97.73969)",2800326,Routine Inspection
Bon Appetit- Res. Hall IV Dining,78704,08/17/2022,96,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.232188, -97.758645)",10231515,Routine Inspection
Peace Bakery And Deli 5,78753,09/20/2022,80,"11220 N LAMAR BLVD
AUSTIN, TX 78753
(30.3818, -97.68644)",12396185,Routine Inspection
Sugar Pine,78757,03/24/2020,95,"8578 RESEARCH BLVD
AUSTIN, TX 78757
(30.36188, -97.7175)",12094407,Routine Inspection
OOB - 7-Eleven Convenience Store #32654J,78726,03/02/2020,95,"11518 N FM 620 RD
AUSTIN, TX 78726
(30.454745, -97.826499)",12115131,Routine Inspection
Westlake PTO Stadium,78746,05/10/2021,100,"4100 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.27539, -97.814787)",2802427,Routine Inspection
Jack Allens Kitchen,78746,11/29/2021,88,"3600 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.334983, -97.806604)",11306947,Routine Inspection
Sunrise Mini Mart,78758,10/29/2019,93,"1762 COLONY CREEK DR
AUSTIN, TX 78758
(30.369438, -97.715352)",2803811,Routine Inspection
Amy's Ice Cream,78705,12/03/2019,96,"3500 GUADALUPE ST
AUSTIN, TX 78705
(30.301295, -97.739098)",2801000,Routine Inspection
Galindo Elementary,78704,11/18/2021,100,"3800 S 2ND ST
AUSTIN, TX 78704
(30.228614, -97.77134)",2800146,Routine Inspection
PF - Costco Wholesale #1322/Deli,78660,12/14/2021,100,"1901 KELLY LN
PFLUGERVILLE, TX 78660
(30.470323, -97.590124)",12392354,Routine Inspection
Papalote Taco House,78704,04/07/2020,89,"2803 S LAMAR BLVD
AUSTIN, TX 78704
(30.24375, -97.78212)",10477419,Routine Inspection
Five Guys Burgers and Fries # 1097,78749,12/27/2021,95,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222644, -97.839738)",12393343,Routine Inspection
Taqueria Villanueva,78753,06/16/2021,100,"9405 N IH
AUSTIN, TX 78753",11684219,Routine Inspection
Tarbouch LLC,78704,06/16/2021,87,"534 E OLTORF ST
AUSTIN, TX 78704
(30.236886, -97.749794)",10958411,Routine Inspection
Torchy's Tacos,78705,01/08/2020,88,"2801 GUADALUPE ST
AUSTIN, TX 78705
(30.29359, -97.74197)",10149497,Routine Inspection
Westwood Country Club,78703,07/06/2022,96,"3808 W 35TH ST
AUSTIN, TX 78703
(30.312658, -97.773328)",2800194,Routine Inspection
Hudson Tavern,78734,05/13/2022,95,"5000 HUDSON BEND RD
AUSTIN, TX 78734
(30.41215, -97.92685)",11661805,Routine Inspection
Poke Bowl,78701,06/02/2022,85,"360 NUECES ST
AUSTIN, TX 78701
(30.267138, -97.749357)",12392663,Routine Inspection
Barbara Jordan Elem School,78724,09/01/2021,99,"6711 JOHNNY MORRIS RD
AUSTIN, TX 78724
(30.300838, -97.647835)",2800461,Routine Inspection
Tumble 22,78757,11/30/2021,77,"7211 BURNET RD
AUSTIN, TX 78757
(30.348856, -97.735349)",11868678,Routine Inspection
Kale Me Crazy,78726,09/14/2020,94,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",12392633,Routine Inspection
Soup Peddler Lamar,78704,04/06/2020,96,"2801 S LAMAR BLVD
AUSTIN, TX 78704
(30.24369, -97.78189)",10516435,Routine Inspection
Nova Kitchen LLC,78701,09/06/2022,86,"440 W 2ND ST
AUSTIN, TX 78701
(30.265447, -97.74822)",12393636,Routine Inspection
Presidential Meadows Elementary Kitchen,78653,02/05/2020,100,"13252 GEORGE BUSH ST
MANOR, TX 78653
(30.35163, -97.52588)",10064817,Routine Inspection
LW - Smoothie King,78734,10/13/2020,91,"1800 S FM 620 RD
LAKEWAY, TX 78734",11585663,Routine Inspection
Whole Foods Market - Prepared Foods,78749,03/28/2022,97,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222644, -97.839738)",10764426,Routine Inspection
Canteen @ Goodwill Distribution Outlet South,78744,09/30/2021,100,"6505 BURLESON RD
AUSTIN, TX 78744
(30.20428, -97.714006)",12395419,Routine Inspection
Playland Skating Center,78757,06/23/2020,99,"8822 MC CANN DR
AUSTIN, TX 78757
(30.373, -97.73013)",2801910,Routine Inspection
Hampton Inn Austin North,78752,04/23/2020,92,"7619 N IH
AUSTIN, TX 78752",11328775,Routine Inspection
"Picnik Burnet, LLC",78756,03/19/2021,91,"4801 BURNET RD
AUSTIN, TX 78756
(30.318884, -97.739394)",11561992,Routine Inspection
Burnet Go To,78757,09/23/2022,93,"6800 BURNET RD
AUSTIN, TX 78757
(30.344105, -97.738214)",12396411,Routine Inspection
Stepping Stone School XVIII,78748,07/23/2020,96,"9325 ALICE MAE LN
AUSTIN, TX 78748
(30.16568, -97.794241)",11273477,Routine Inspection
"Darwood Commercial Kitchen, Inc",78758,09/01/2022,80,"11500 ROCK ROSE AVE
AUSTIN, TX 78758
(30.401164, -97.722738)",11466820,Follow-Up Inspection
Chipotle Mexican Grill #847,78759,09/13/2022,96,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10176932,Routine Inspection
Enchiladas y Mas - Inc,78757,02/01/2022,84,"1911 W ANDERSON LN
AUSTIN, TX 78757
(30.354144, -97.72679)",12393329,Routine Inspection
Safe Haven,78741,12/03/2021,95,"5307 E RIVERSIDE DR
AUSTIN, TX 78741
(30.22875, -97.71344)",2802869,Routine Inspection
Lily's Sandwich,78753,01/15/2020,90,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.378477, -97.688329)",11432739,Follow-Up Inspection
Mariscos Tampico,78753,05/27/2022,94,"10601 N LAMAR BLVD
AUSTIN, TX 78753
(30.374751, -97.69044)",2801879,Routine Inspection
Wingstop # 1275,78750,10/22/2021,98,"13450 N US 183 HWY
AUSTIN, TX 78750
(30.44825, -97.78987)",11745906,Routine Inspection
Levy at Q2 Stadium/Main Kitchen,78758,06/24/2022,99,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.386047, -97.718651)",12393770,Routine Inspection
Sunrise Mini Mart 10,78752,07/29/2022,87,"907 E ST JOHNS AVE
AUSTIN, TX 78752
(30.33106, -97.70148)",12392877,Routine Inspection
Doubletree Club Hotel,78702,10/27/2020,96,"1617 N IH
AUSTIN, TX 78702",10004486,Routine Inspection
Popeye's #315 - Z & H Foods Inc.,78702,10/19/2020,87,"1823 AIRPORT BLVD
AUSTIN, TX 78702
(30.281922, -97.703566)",11637616,Routine Inspection
Little Wu,78701,02/10/2022,97,"111 CONGRESS AVE
AUSTIN, TX 78701
(30.263828, -97.744375)",12395304,Routine Inspection
"Rolling Rooster, The",78727,07/06/2022,79,"13717 BURNET RD
AUSTIN, TX 78727
(30.43791, -97.69809)",11692367,Routine Inspection
New Generation Daycare,78704,05/25/2021,88,"2606 S 1ST ST
AUSTIN, TX 78704
(30.23907, -97.76156)",10034117,Routine Inspection
Bubble Egg Austin,78705,07/28/2022,80,"2222 RIO GRANDE ST
AUSTIN, TX 78705
(30.286839, -97.744777)",12394839,Routine Inspection
Clayton Elementary,78739,04/27/2021,100,"7525 LA CROSSE AVE
AUSTIN, TX 78739
(30.195826, -97.906772)",2802894,Routine Inspection
Poke Bay,78705,05/27/2021,76,"2001 GUADALUPE ST
AUSTIN, TX 78705
(30.28284, -97.74202)",11781922,Routine Inspection
Taco Bell #30081,78726,07/08/2022,96,"7515 N FM 620 RD
AUSTIN, TX 78726
(30.40813, -97.85175)",11066752,Routine Inspection
LW - Yaupon Country Club,78734,05/26/2020,90,"100 CLUBHOUSE DR
LAKEWAY, TX 78734
(30.359117, -97.967449)",2801373,Routine Inspection
Jeffrey's Restaurant and Bar,78703,03/01/2021,93,"1204 WEST LYNN ST
AUSTIN, TX 78703
(30.28042, -97.75898)",10926835,Routine Inspection
Halcyon & Stella Public House,78723,12/30/2020,74,"1905 ALDRICH ST
AUSTIN, TX 78723
(30.298282, -97.705359)",11766919,Routine Inspection
Jack in the Box #949,78748,01/10/2022,89,"9300 S IH
AUSTIN, TX 78748",10790301,Routine Inspection
Jersey Mike's Subs,78749,07/12/2021,91,"4404 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223322, -97.841099)",10181920,Routine Inspection
LW - Subway Lakeway,78734,05/06/2021,95,"1945 MEDICAL DR
LAKEWAY, TX 78734
(30.34587, -97.96881)",12063236,Routine Inspection
PF - Amigos BBQ Grill,78660,05/28/2021,82,"1100 GRAND AVENUE PKWY
PFLUGERVILLE, TX 78660
(30.4584, -97.65108)",12186590,Routine Inspection
Phil's Philly Grill,78613,04/22/2021,84,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47186, -97.802769)",10956732,Routine Inspection
Quality Suites Austin,78744,08/15/2022,89,"1701 E ST ELMO RD
AUSTIN, TX 78744
(30.21206, -97.75217)",12392903,Routine Inspection
Dos Batos,78757,01/13/2020,93,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356679, -97.732239)",12091100,Routine Inspection
Papa John's Pizza #933,78728,06/17/2021,92,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.43596, -97.68401)",2800846,Routine Inspection
Casa Linda Taqueria,78745,04/29/2020,88,"623 W DITTMAR RD
AUSTIN, TX 78745
(30.183677, -97.792016)",11048159,Routine Inspection
